countrycode,year,pop1014_fe,pop1014_ma
LBY,2005,297958,308655
LBY,2006,295835,305934
LBY,2007,292699,302574
LBY,2008,290522,300137
LBY,2009,289179,298681
LBY,2010,288857,298482
LBY,2011,284149,294564
LBY,2012,282363,293597
LBY,2013,288802,300501
LBY,2014,295628,308048
LBY,2015,302285,316026
LBY,2016,308444,324187
LBY,2017,314016,331736
LBY,2018,318568,337761
LBY,2019,321657,341804
LBY,2020,324734,345117
LBY,2021,328951,348876
LBY,2022,329674,348815
LBY,2023,326858,345283
LBY,2024,324924,342967
LBY,2025,322069,339764
LBY,2026,316531,333688
LBY,2027,312715,329556
LBY,2028,310829,327612
LBY,2029,306925,323538
LBY,2030,302198,318590
LBY,2031,297754,313940
LBY,2032,293408,309394
LBY,2033,289243,305030
LBY,2034,285381,300970
LBY,2035,281848,297255
LBY,2036,278848,294097
LBY,2037,276728,291868
LBY,2038,275438,290524
LBY,2039,274885,289949
LBY,2040,275032,290103
LBY,2041,275533,290631
LBY,2042,276309,291447
LBY,2043,277401,292590
LBY,2044,278619,293880
LBY,2045,279855,295202
LBY,2046,281136,296569
LBY,2047,282314,297829
LBY,2048,283244,298829
LBY,2049,283937,299574
LBY,2050,284239,299909
LCA,1990,8945,9135
LCA,1991,9021,9204
LCA,1992,9027,9200
LCA,1993,8984,9141
LCA,1994,8976,9105
LCA,1995,9006,9099
LCA,1996,9035,9097
LCA,1997,9018,9057
LCA,1998,8930,8964
LCA,1999,8785,8833
LCA,2000,8618,8688
LCA,2001,8466,8571
LCA,2002,8350,8515
LCA,2003,8268,8508
LCA,2004,8218,8525
LCA,2005,8189,8542
LCA,2006,8160,8523
LCA,2007,8097,8447
LCA,2008,7979,8297
LCA,2009,7817,8073
LCA,2010,7644,7830
LCA,2011,7455,7617
LCA,2012,7241,7415
LCA,2013,7033,7230
LCA,2014,6824,7056
LCA,2015,6595,6862
LCA,2016,6377,6653
LCA,2017,6213,6485
LCA,2018,6108,6381
LCA,2019,6048,6331
LCA,2020,5932,6225
LCA,2021,5757,6044
LCA,2022,5615,5867
LCA,2023,5478,5675
LCA,2024,5318,5468
LCA,2025,5229,5363
LCA,2026,5232,5366
LCA,2027,5231,5365
LCA,2028,5222,5356
LCA,2029,5205,5340
LCA,2030,5178,5315
LCA,2031,5140,5277
LCA,2032,5092,5227
LCA,2033,5038,5171
LCA,2034,4981,5115
LCA,2035,4926,5059
LCA,2036,4877,5009
LCA,2037,4836,4965
LCA,2038,4795,4924
LCA,2039,4751,4881
LCA,2040,4704,4833
LCA,2041,4652,4778
LCA,2042,4592,4717
LCA,2043,4531,4655
LCA,2044,4468,4592
LCA,2045,4403,4524
LCA,2046,4339,4458
LCA,2047,4276,4393
LCA,2048,4209,4326
LCA,2049,4144,4260
LCA,2050,4081,4196
LCN,1990,24813797,25400319
LCN,1991,25139861,25736219
LCN,1992,25466265,26055846
LCN,1993,25782963,26367961
LCN,1994,26067419,26660193
LCN,1995,26318054,26935962
LCN,1996,26534334,27189799
LCN,1997,26716542,27418976
LCN,1998,26871615,27626035
LCN,1999,27011523,27816354
LCN,2000,27138999,27972130
LCN,2001,27245197,28088725
LCN,2002,27318904,28171576
LCN,2003,27369431,28226879
LCN,2004,27405368,28267717
LCN,2005,27417279,28288526
LCN,2006,27399592,28280315
LCN,2007,27365446,28253665
LCN,2008,27320138,28215866
LCN,2009,27253652,28159434
LCN,2010,27165357,28088517
LCN,2011,27086804,28030792
LCN,2012,26979602,27935973
LCN,2013,26817285,27778351
LCN,2014,26624503,27588608
LCN,2015,26435421,27403944
LCN,2016,26264725,27241892
LCN,2017,26117829,27103691
LCN,2018,25995872,26985571
LCN,2019,25910844,26903804
LCN,2020,25848966,26847179
LCN,2021,25802406,26805618
LCN,2022,25757969,26763395
LCN,2023,25693149,26697022
LCN,2024,25624506,26626014
LCN,2025,25555120,26550562
LCN,2026,25437559,26422872
LCN,2027,25277000,26249179
LCN,2028,25104560,26061633
LCN,2029,24865066,25809798
LCN,2030,24535855,25471219
LCN,2031,24181333,25107030
LCN,2032,23836857,24754551
LCN,2033,23510663,24422722
LCN,2034,23246517,24150479
LCN,2035,23055151,23949202
LCN,2036,22928145,23815307
LCN,2037,22835704,23718063
LCN,2038,22747207,23626024
LCN,2039,22658432,23534339
LCN,2040,22571108,23444165
LCN,2041,22476673,23346738
LCN,2042,22376013,23243073
LCN,2043,22273747,23137720
LCN,2044,22165591,23026130
LCN,2045,22047448,22904303
LCN,2046,21922270,22775444
LCN,2047,21793567,22642896
LCN,2048,21654638,22499888
LCN,2049,21504020,22344987
LCN,2050,21346507,22182923
LDC,1990,31412450,32199007
LDC,1991,32290348,33114311
LDC,1992,33278025,34134161
LDC,1993,34366146,35275396
LDC,1994,35366114,36343420
LDC,1995,36326427,37329893
LDC,1996,37346965,38318394
LDC,1997,38343828,39293602
LDC,1998,39280455,40229110
LDC,1999,40193038,41132498
LDC,2000,41054167,41986494
LDC,2001,41911411,42846308
LDC,2002,42857620,43798485
LDC,2003,43835582,44777537
LDC,2004,44784120,45725040
LDC,2005,45757135,46690365
LDC,2006,46776228,47697550
LDC,2007,47802332,48724561
LDC,2008,48828566,49760956
LDC,2009,49881485,50816678
LDC,2010,50969851,51925570
LDC,2011,52095995,53095950
LDC,2012,53289194,54333904
LDC,2013,54533195,55622023
LDC,2014,55780335,56910546
LDC,2015,57003454,58187473
LDC,2016,58219308,59465839
LDC,2017,59424155,60723098
LDC,2018,60587493,61921952
LDC,2019,61717314,63074912
LDC,2020,62842808,64232134
LDC,2021,63942164,65371985
LDC,2022,65002641,66475922
LDC,2023,66076547,67601287
LDC,2024,67186359,68770836
LDC,2025,68324420,69971894
LDC,2026,69504606,71216665
LDC,2027,70715492,72489257
LDC,2028,71952741,73782636
LDC,2029,73230122,75112883
LDC,2030,74522908,76453834
LDC,2031,75808293,77778692
LDC,2032,77083729,79083223
LDC,2033,78324355,80341479
LDC,2034,79486653,81508425
LDC,2035,80573863,82588973
LDC,2036,81617333,83620780
LDC,2037,82632708,84625177
LDC,2038,83628390,85612063
LDC,2039,84613223,86591146
LDC,2040,85587693,87564044
LDC,2041,86532658,88508201
LDC,2042,87454083,89427500
LDC,2043,88350297,90320860
LDC,2044,89223880,91191463
LDC,2045,90088783,92053518
LDC,2046,90932546,92894724
LDC,2047,91747766,93707746
LDC,2048,92538247,94496292
LDC,2049,93300650,95257001
LDC,2050,94043239,95997741
LIC,1990,17479046,17853401
LIC,1991,17938821,18344463
LIC,1992,18497726,18941625
LIC,1993,19129411,19613095
LIC,1994,19695920,20209759
LIC,1995,20279876,20815088
LIC,1996,20999968,21547873
LIC,1997,21758557,22310808
LIC,1998,22500863,23048267
LIC,1999,23234361,23771990
LIC,2000,23918234,24445324
LIC,2001,24580877,25100241
LIC,2002,25317842,25835753
LIC,2003,26095824,26619957
LIC,2004,26852566,27387792
LIC,2005,27645283,28192809
LIC,2006,28485727,29048906
LIC,2007,29306701,29892093
LIC,2008,30091144,30702860
LIC,2009,30887436,31524049
LIC,2010,31696833,32357122
LIC,2011,32510486,33191227
LIC,2012,33378033,34076152
LIC,2013,34294502,35010207
LIC,2014,35231580,35965439
LIC,2015,36184296,36938264
LIC,2016,37173446,37951440
LIC,2017,38194959,39002076
LIC,2018,39233071,40072072
LIC,2019,40276208,41148162
LIC,2020,41308927,42214681
LIC,2021,42307243,43245562
LIC,2022,43261316,44230362
LIC,2023,44179347,45179451
LIC,2024,45059401,46090019
LIC,2025,45914284,46973168
LIC,2026,46763406,47850331
LIC,2027,47622468,48738641
LIC,2028,48524142,49670504
LIC,2029,49499843,50678508
LIC,2030,50533269,51746480
LIC,2031,51597472,52844037
LIC,2032,52670244,53945658
LIC,2033,53727420,55025453
LIC,2034,54741009,56053157
LIC,2035,55702695,57019789
LIC,2036,56636661,57953780
LIC,2037,57555381,58871579
LIC,2038,58461019,59776369
LIC,2039,59356425,60672703
LIC,2040,60238130,61558895
LIC,2041,61084033,62409593
LIC,2042,61899031,63227516
LIC,2043,62679598,64009557
LIC,2044,63423293,64753725
LIC,2045,64144951,65474824
LIC,2046,64839027,66167849
LIC,2047,65501026,66828855
LIC,2048,66137843,67464479
LIC,2049,66750552,68076195
LIC,2050,67343375,68667851
LIE,1990,889,924
LIE,1991,883,952
LIE,1992,899,963
LIE,1993,913,979
LIE,1994,929,994
LIE,1995,945,995
LIE,1996,952,978
LIE,1997,956,967
LIE,1998,957,993
LIE,1999,957,1028
LIE,2000,968,1035
LIE,2001,986,1058
LIE,2002,1003,1074
LIE,2003,1027,1058
LIE,2004,1040,1040
LIE,2005,1044,1046
LIE,2006,1053,1051
LIE,2007,1066,1058
LIE,2008,1066,1061
LIE,2009,1072,1040
LIE,2010,1071,1024
LIE,2011,1042,1014
LIE,2012,1010,999
LIE,2013,974,982
LIE,2014,940,984
LIE,2015,927,976
LIE,2016,934,963
LIE,2017,932,964
LIE,2018,922,980
LIE,2019,918,1009
LIE,2020,904,1020
LIE,2021,896,1026
LIE,2022,907,1034
LIE,2023,919,1030
LIE,2024,915,1024
LIE,2025,894,1022
LIE,2026,881,1029
LIE,2027,875,1028
LIE,2028,884,1028
LIE,2029,907,1016
LIE,2030,940,992
LIE,2031,951,972
LIE,2032,935,967
LIE,2033,917,966
LIE,2034,893,964
LIE,2035,873,982
LIE,2036,863,997
LIE,2037,862,997
LIE,2038,861,995
LIE,2039,859,993
LIE,2040,857,990
LIE,2041,853,987
LIE,2042,850,983
LIE,2043,847,979
LIE,2044,843,973
LIE,2045,839,969
LIE,2046,835,966
LIE,2047,833,963
LIE,2048,831,961
LIE,2049,830,959
LIE,2050,829,957
LKA,1990,924323,954264
LKA,1991,944014,976015
LKA,1992,955799,989559
LKA,1993,953971,988766
LKA,1994,940309,975482
LKA,1995,920952,956131
LKA,1996,897570,932478
LKA,1997,874867,909498
LKA,1998,857732,892304
LKA,1999,845150,879641
LKA,2000,836407,870633
LKA,2001,832380,862686
LKA,2002,833981,857112
LKA,2003,838240,855196
LKA,2004,840838,853299
LKA,2005,841593,851678
LKA,2006,840072,850037
LKA,2007,834911,846622
LKA,2008,829680,843930
LKA,2009,827797,844256
LKA,2010,830592,848419
LKA,2011,838441,856776
LKA,2012,847408,866162
LKA,2013,855686,874828
LKA,2014,864923,884015
LKA,2015,873795,892872
LKA,2016,881725,901058
LKA,2017,888779,908676
LKA,2018,897513,918318
LKA,2019,901487,923019
LKA,2020,899386,920988
LKA,2021,898633,919258
LKA,2022,888575,909548
LKA,2023,879635,903309
LKA,2024,869462,895938
LKA,2025,858170,887641
LKA,2026,844715,877867
LKA,2027,827852,862861
LKA,2028,809250,843662
LKA,2029,791718,825560
LKA,2030,776625,809984
LKA,2031,763205,796144
LKA,2032,750855,783401
LKA,2033,739604,771767
LKA,2034,729622,761436
LKA,2035,721176,752701
LKA,2036,714033,745318
LKA,2037,707845,738910
LKA,2038,702888,733796
LKA,2039,699109,729928
LKA,2040,696028,726783
LKA,2041,693428,724121
LKA,2042,691513,722163
LKA,2043,690187,720826
LKA,2044,688861,719484
LKA,2045,687086,717673
LKA,2046,685076,715617
LKA,2047,682687,713147
LKA,2048,679404,709715
LKA,2049,674872,704979
LKA,2050,669310,699188
LMC,1990,103943021,109773865
LMC,1991,106652920,112617770
LMC,1992,109505373,115569551
LMC,1993,112486333,118671177
LMC,1994,115401045,121746107
LMC,1995,118095931,124555766
LMC,1996,120563973,127086977
LMC,1997,122757942,129387744
LMC,1998,124615447,131385952
LMC,1999,126221004,133113679
LMC,2000,127618480,134647190
LMC,2001,128812851,136022111
LMC,2002,129890394,137303056
LMC,2003,130846579,138479649
LMC,2004,131630205,139527462
LMC,2005,132305522,140492861
LMC,2006,132873813,141320433
LMC,2007,133341250,142016620
LMC,2008,133833036,142710604
LMC,2009,134464827,143481555
LMC,2010,135380639,144513114
LMC,2011,136669859,145930865
LMC,2012,138174096,147530994
LMC,2013,139715404,149130885
LMC,2014,141232290,150694359
LMC,2015,142557270,152052210
LMC,2016,143528640,153031434
LMC,2017,144352928,153870290
LMC,2018,145274453,154822666
LMC,2019,146325360,155896389
LMC,2020,147513807,157112590
LMC,2021,148803735,158437373
LMC,2022,149938456,159580733
LMC,2023,151150523,160764647
LMC,2024,151992338,161522386
LMC,2025,152542356,161966715
LMC,2026,152986915,162306607
LMC,2027,153215395,162422610
LMC,2028,153241137,162324593
LMC,2029,153218980,162168151
LMC,2030,153087546,161871266
LMC,2031,152860723,161451457
LMC,2032,152731913,161126542
LMC,2033,152708175,160900012
LMC,2034,152835998,160821293
LMC,2035,153197581,160989981
LMC,2036,153645143,161252009
LMC,2037,154119346,161547225
LMC,2038,154605402,161870757
LMC,2039,155067975,162186386
LMC,2040,155517536,162499032
LMC,2041,155958530,162814323
LMC,2042,156387943,163132288
LMC,2043,156798717,163446139
LMC,2044,157198584,163760761
LMC,2045,157568845,164056719
LMC,2046,157893103,164314460
LMC,2047,158166980,164524752
LMC,2048,158411746,164709720
LMC,2049,158594795,164838010
LMC,2050,158694103,164886422
LMY,1990,218432554,229026984
LMY,1991,222346746,233206463
LMY,1992,227831846,239011609
LMY,1993,233737017,245289368
LMY,1994,238877794,250814485
LMY,1995,243777986,256080563
LMY,1996,248798268,261487918
LMY,1997,253605068,266801188
LMY,1998,258097657,271887126
LMY,1999,262356959,276797414
LMY,2000,266047657,281218611
LMY,2001,267665195,283455648
LMY,2002,266732701,282898590
LMY,2003,265002416,281452054
LMY,2004,262870134,279562921
LMY,2005,260087049,276919700
LMY,2006,257948656,274947279
LMY,2007,256966897,274244631
LMY,2008,256435553,273987157
LMY,2009,256256230,274010461
LMY,2010,256700705,274670103
LMY,2011,257843228,276055155
LMY,2012,259390690,277778979
LMY,2013,261241849,279759030
LMY,2014,263373864,282015350
LMY,2015,265448047,284182990
LMY,2016,267463561,286286177
LMY,2017,269913139,288895670
LMY,2018,272899248,292091889
LMY,2019,276225005,295633411
LMY,2020,279561405,299165860
LMY,2021,282860830,302623097
LMY,2022,286122476,306010037
LMY,2023,289168324,309094519
LMY,2024,291458280,311284355
LMY,2025,293195363,312830793
LMY,2026,294571093,313972629
LMY,2027,295367554,314475075
LMY,2028,295106480,313783871
LMY,2029,293970926,312107203
LMY,2030,292053143,309555078
LMY,2031,289267984,306025073
LMY,2032,286088350,302040745
LMY,2033,283657368,298894179
LMY,2034,282248271,296879034
LMY,2035,281825643,295951334
LMY,2036,282361588,296093786
LMY,2037,283267230,296652110
LMY,2038,284214103,297276235
LMY,2039,285164688,297932410
LMY,2040,286140044,298640878
LMY,2041,287129090,299390519
LMY,2042,288137427,300189902
LMY,2043,289149508,301024992
LMY,2044,290147590,301872222
LMY,2045,291131203,302728608
LMY,2046,292092273,303583092
LMY,2047,293018484,304415604
LMY,2048,293933286,305248400
LMY,2049,294794882,306040284
LMY,2050,295552102,306734821
LSO,1990,114716,115073
LSO,1991,117399,117390
LSO,1992,119817,119469
LSO,1993,122153,121491
LSO,1994,124464,123513
LSO,1995,126632,125428
LSO,1996,128607,127163
LSO,1997,130063,128711
LSO,1998,130855,129916
LSO,1999,131081,130500
LSO,2000,130709,130394
LSO,2001,129908,129751
LSO,2002,128531,128425
LSO,2003,126466,126311
LSO,2004,124067,123789
LSO,2005,121832,121413
LSO,2006,120165,119686
LSO,2007,119002,118574
LSO,2008,118133,117759
LSO,2009,117402,117026
LSO,2010,116610,116202
LSO,2011,115821,115332
LSO,2012,115323,114699
LSO,2013,115404,114612
LSO,2014,115853,114866
LSO,2015,116328,115127
LSO,2016,116793,115370
LSO,2017,117435,115858
LSO,2018,118159,116503
LSO,2019,118924,117229
LSO,2020,119946,118294
LSO,2021,121400,119888
LSO,2022,122956,121603
LSO,2023,124549,123372
LSO,2024,126411,125472
LSO,2025,128293,127619
LSO,2026,129904,129498
LSO,2027,131027,130885
LSO,2028,131687,131813
LSO,2029,132118,132495
LSO,2030,132525,133113
LSO,2031,132723,133485
LSO,2032,132772,133665
LSO,2033,132810,133788
LSO,2034,132814,133836
LSO,2035,132728,133767
LSO,2036,132538,133571
LSO,2037,132244,133266
LSO,2038,131899,132915
LSO,2039,131526,132535
LSO,2040,131221,132222
LSO,2041,130998,131994
LSO,2042,130832,131824
LSO,2043,130724,131712
LSO,2044,130646,131627
LSO,2045,130636,131609
LSO,2046,130656,131620
LSO,2047,130636,131587
LSO,2048,130597,131537
LSO,2049,130621,131550
LSO,2050,130618,131535
LTE,1990,80896206,84779937
LTE,1991,81371964,85340040
LTE,1992,83173427,87334883
LTE,1993,85147365,89540983
LTE,1994,86514555,91112577
LTE,1995,87923993,92746413
LTE,1996,89600165,94711753
LTE,1997,91316334,96774656
LTE,1998,93058541,98905946
LTE,1999,94806068,101126086
LTE,2000,96199112,103082030
LTE,2001,95718502,103025904
LTE,2002,92742627,100212567
LTE,2003,89081302,96615195
LTE,2004,85189559,92699942
LTE,2005,80655663,88000390
LTE,2006,76826302,84059613
LTE,2007,74299641,81562430
LTE,2008,72182466,79485194
LTE,2009,70301853,77631490
LTE,2010,68833737,76233891
LTE,2011,67737404,75228761
LTE,2012,66850060,74396797
LTE,2013,66252914,73841956
LTE,2014,65965332,73601788
LTE,2015,65738550,73407129
LTE,2016,65690259,73407312
LTE,2017,66098341,73928325
LTE,2018,66853759,74839851
LTE,2019,67824091,75982133
LTE,2020,68716861,77019363
LTE,2021,69517148,77917630
LTE,2022,70456780,78941832
LTE,2023,71198344,79717979
LTE,2024,71670526,80148550
LTE,2025,71968145,80342852
LTE,2026,72152881,80387023
LTE,2027,72079636,80121084
LTE,2028,71145719,78868154
LTE,2029,69325932,76618770
LTE,2030,66791299,73578359
LTE,2031,63441336,69637318
LTE,2032,59542214,65092438
LTE,2033,56251130,61255431
LTE,2034,53829904,58416091
LTE,2035,52156554,56425879
LTE,2036,51323915,55383899
LTE,2037,50820194,54709337
LTE,2038,50341080,54063736
LTE,2039,49885675,53450326
LTE,2040,49483247,52904450
LTE,2041,49138999,52432785
LTE,2042,48852917,52036993
LTE,2043,48629303,51722812
LTE,2044,48454503,51473556
LTE,2045,48328390,51287081
LTE,2046,48265315,51177744
LTE,2047,48264458,51141872
LTE,2048,48322804,51174340
LTE,2049,48430903,51264874
LTE,2050,48556826,51378282
LTU,1990,130760,129989
LTU,1991,130940,130478
LTU,1992,131149,130743
LTU,1993,131923,131597
LTU,1994,133260,133127
LTU,1995,134689,134724
LTU,1996,136313,136679
LTU,1997,137781,138659
LTU,1998,138024,139168
LTU,1999,136859,138117
LTU,2000,135095,136567
LTU,2001,132604,134150
LTU,2002,129549,131012
LTU,2003,125707,127197
LTU,2004,120398,121995
LTU,2005,113700,115388
LTU,2006,106704,108436
LTU,2007,99874,101801
LTU,2008,93832,96168
LTU,2009,89301,92009
LTU,2010,84526,87471
LTU,2011,79330,82373
LTU,2012,74795,77849
LTU,2013,70955,73914
LTU,2014,67670,70434
LTU,2015,64953,67529
LTU,2016,63167,65687
LTU,2017,62292,64808
LTU,2018,62380,64900
LTU,2019,63537,66249
LTU,2020,65252,68269
LTU,2021,67160,70605
LTU,2022,70005,73874
LTU,2023,71079,75024
LTU,2024,71369,75313
LTU,2025,71828,75832
LTU,2026,72419,76547
LTU,2027,72419,76700
LTU,2028,72120,76524
LTU,2029,71579,75988
LTU,2030,70323,74588
LTU,2031,68645,72608
LTU,2032,67101,70746
LTU,2033,65678,69141
LTU,2034,64297,67648
LTU,2035,62959,66255
LTU,2036,61625,64892
LTU,2037,60298,63501
LTU,2038,58885,62014
LTU,2039,57434,60487
LTU,2040,56012,58990
LTU,2041,54644,57548
LTU,2042,53336,56170
LTU,2043,52145,54912
LTU,2044,51081,53789
LTU,2045,50155,52813
LTU,2046,49418,52037
LTU,2047,48918,51513
LTU,2048,48654,51238
LTU,2049,48606,51194
LTU,2050,48757,51357
LUX,1990,10308,10798
LUX,1991,10553,11031
LUX,1992,10778,11310
LUX,1993,11015,11489
LUX,1994,11194,11645
LUX,1995,11213,11814
LUX,1996,11273,11960
LUX,1997,11462,12126
LUX,1998,11743,12422
LUX,1999,12132,12754
LUX,2000,12650,13192
LUX,2001,13047,13623
LUX,2002,13293,13908
LUX,2003,13534,14257
LUX,2004,13804,14588
LUX,2005,14130,14828
LUX,2006,14447,15105
LUX,2007,14723,15399
LUX,2008,14841,15522
LUX,2009,14881,15611
LUX,2010,15028,15800
LUX,2011,15130,15915
LUX,2012,15112,15929
LUX,2013,15120,15950
LUX,2014,15116,16027
LUX,2015,15046,16082
LUX,2016,15036,16218
LUX,2017,15334,16504
LUX,2018,15683,16684
LUX,2019,15960,16918
LUX,2020,16327,17163
LUX,2021,16624,17405
LUX,2022,16806,17726
LUX,2023,16913,17859
LUX,2024,17039,17968
LUX,2025,17056,18037
LUX,2026,17105,18018
LUX,2027,17198,18007
LUX,2028,17157,18013
LUX,2029,17139,17894
LUX,2030,17164,17743
LUX,2031,17172,17752
LUX,2032,17204,17812
LUX,2033,17265,17858
LUX,2034,17311,17992
LUX,2035,17377,18171
LUX,2036,17451,18275
LUX,2037,17472,18309
LUX,2038,17457,18304
LUX,2039,17413,18270
LUX,2040,17351,18215
LUX,2041,17270,18138
LUX,2042,17172,18042
LUX,2043,17066,17937
LUX,2044,16963,17831
LUX,2045,16866,17732
LUX,2046,16784,17649
LUX,2047,16729,17594
LUX,2048,16701,17566
LUX,2049,16698,17564
LUX,2050,16713,17581
LVA,1990,85456,85437
LVA,1991,85540,85505
LVA,1992,85601,85619
LVA,1993,86375,86531
LVA,1994,88126,88474
LVA,1995,89703,90264
LVA,1996,91371,92114
LVA,1997,92870,93734
LVA,1998,92798,93756
LVA,1999,91191,92238
LVA,2000,88934,89963
LVA,2001,85610,86525
LVA,2002,81349,82172
LVA,2003,76787,77447
LVA,2004,71766,72230
LVA,2005,66099,66551
LVA,2006,60104,60700
LVA,2007,54478,55236
LVA,2008,49871,50810
LVA,2009,46936,48052
LVA,2010,45546,46713
LVA,2011,45214,46270
LVA,2012,45527,46491
LVA,2013,46112,47182
LVA,2014,46127,47417
LVA,2015,45794,47309
LVA,2016,46151,47902
LVA,2017,47177,49124
LVA,2018,48413,50457
LVA,2019,49369,51454
LVA,2020,49288,51563
LVA,2021,48214,50797
LVA,2022,47371,50262
LVA,2023,46449,49555
LVA,2024,46339,49708
LVA,2025,47332,50967
LVA,2026,48867,52781
LVA,2027,49967,54166
LVA,2028,49987,54346
LVA,2029,49001,53356
LVA,2030,47179,51294
LVA,2031,44859,48551
LVA,2032,42697,45907
LVA,2033,40987,43835
LVA,2034,39584,42167
LVA,2035,38469,40892
LVA,2036,37595,39969
LVA,2037,36699,39029
LVA,2038,35765,38002
LVA,2039,34897,37053
LVA,2040,34104,36188
LVA,2041,33406,35427
LVA,2042,32800,34772
LVA,2043,32309,34240
LVA,2044,31961,33862
LVA,2045,31771,33653
LVA,2046,31744,33617
LVA,2047,31869,33742
LVA,2048,32095,33975
LVA,2049,32391,34282
LVA,2050,32717,34622
MAC,1990,10269,10894
MAC,1991,10931,11430
MAC,1992,12230,12393
MAC,1993,13825,13694
MAC,1994,15268,15151
MAC,1995,16581,16674
MAC,1996,17783,18155
MAC,1997,18762,19374
MAC,1998,19534,20305
MAC,1999,20195,21039
MAC,2000,20517,21463
MAC,2001,20481,21535
MAC,2002,20449,21384
MAC,2003,20253,20960
MAC,2004,19574,20229
MAC,2005,18751,19421
MAC,2006,17967,18609
MAC,2007,16975,17660
MAC,2008,15841,16688
MAC,2009,14871,15767
MAC,2010,13944,14765
MAC,2011,13128,13866
MAC,2012,12764,13276
MAC,2013,12530,12742
MAC,2014,12131,12180
MAC,2015,11685,11758
MAC,2016,11349,11511
MAC,2017,11210,11516
MAC,2018,11298,11837
MAC,2019,11619,12373
MAC,2020,12105,13015
MAC,2021,12689,13703
MAC,2022,13354,14417
MAC,2023,14092,15169
MAC,2024,14891,15983
MAC,2025,15765,16891
MAC,2026,16719,17912
MAC,2027,17724,19024
MAC,2028,18700,20115
MAC,2029,19527,21019
MAC,2030,20080,21566
MAC,2031,20145,21573
MAC,2032,19812,21172
MAC,2033,19369,20652
MAC,2034,18905,20134
MAC,2035,18506,19736
MAC,2036,18350,19596
MAC,2037,18351,19589
MAC,2038,18280,19506
MAC,2039,18134,19342
MAC,2040,17931,19119
MAC,2041,17691,18857
MAC,2042,17421,18562
MAC,2043,17138,18256
MAC,2044,16864,17959
MAC,2045,16615,17690
MAC,2046,16405,17461
MAC,2047,16247,17289
MAC,2048,16161,17195
MAC,2049,16157,17191
MAC,2050,16235,17273
MAF,1990,914,902
MAF,1991,973,942
MAF,1992,1027,985
MAF,1993,1082,1034
MAF,1994,1140,1092
MAF,1995,1196,1155
MAF,1996,1249,1220
MAF,1997,1303,1281
MAF,1998,1349,1337
MAF,1999,1388,1377
MAF,2000,1415,1397
MAF,2001,1432,1403
MAF,2002,1448,1403
MAF,2003,1473,1409
MAF,2004,1508,1424
MAF,2005,1543,1455
MAF,2006,1574,1501
MAF,2007,1598,1556
MAF,2008,1620,1618
MAF,2009,1649,1690
MAF,2010,1668,1743
MAF,2011,1664,1750
MAF,2012,1656,1721
MAF,2013,1625,1679
MAF,2014,1568,1642
MAF,2015,1526,1628
MAF,2016,1514,1635
MAF,2017,1507,1637
MAF,2018,1479,1609
MAF,2019,1434,1556
MAF,2020,1380,1490
MAF,2021,1314,1408
MAF,2022,1244,1325
MAF,2023,,
MAF,2024,,
MAF,2025,,
MAF,2026,,
MAF,2027,,
MAF,2028,,
MAF,2029,,
MAF,2030,,
MAF,2031,,
MAF,2032,,
MAF,2033,,
MAF,2034,,
MAF,2035,,
MAF,2036,,
MAF,2037,,
MAF,2038,,
MAF,2039,,
MAF,2040,,
MAF,2041,,
MAF,2042,,
MAF,2043,,
MAF,2044,,
MAF,2045,,
MAF,2046,,
MAF,2047,,
MAF,2048,,
MAF,2049,,
MAF,2050,,
MAR,1990,1520305,1564218
MAR,1991,1547991,1594182
MAR,1992,1577646,1627218
MAR,1993,1605649,1660082
MAR,1994,1627474,1687318
MAR,1995,1638880,1702670
MAR,1996,1641726,1705956
MAR,1997,1640009,1702096
MAR,1998,1634186,1693711
MAR,1999,1626429,1684953
MAR,2000,1619612,1680335
MAR,2001,1614923,1681330
MAR,2002,1611228,1684869
MAR,2003,1607524,1687959
MAR,2004,1600076,1684996
MAR,2005,1585710,1670324
MAR,2006,1566470,1647645
MAR,2007,1547100,1626040
MAR,2008,1529880,1609028
MAR,2009,1513901,1594811
MAR,2010,1501721,1585271
MAR,2011,1494401,1580506
MAR,2012,1487192,1574024
MAR,2013,1480914,1565906
MAR,2014,1480754,1561618
MAR,2015,1485168,1560825
MAR,2016,1492324,1563843
MAR,2017,1504230,1573446
MAR,2018,1520095,1588455
MAR,2019,1539392,1608632
MAR,2020,1561976,1634482
MAR,2021,1586885,1663501
MAR,2022,1612045,1692968
MAR,2023,1635411,1720735
MAR,2024,1652568,1740741
MAR,2025,1661996,1751439
MAR,2026,1661324,1750511
MAR,2027,1653003,1740424
MAR,2028,1641829,1726171
MAR,2029,1627282,1707799
MAR,2030,1610419,1686792
MAR,2031,1594798,1667261
MAR,2032,1579556,1649002
MAR,2033,1562078,1629414
MAR,2034,1545658,1611633
MAR,2035,1530179,1595350
MAR,2036,1515289,1579936
MAR,2037,1501516,1565642
MAR,2038,1489268,1553004
MAR,2039,1478301,1541774
MAR,2040,1469438,1532751
MAR,2041,1461998,1525236
MAR,2042,1455262,1518466
MAR,2043,1450271,1513509
MAR,2044,1447354,1510682
MAR,2045,1445106,1508548
MAR,2046,1443922,1507521
MAR,2047,1444621,1508447
MAR,2048,1445203,1509235
MAR,2049,1444429,1508577
MAR,2050,1443486,1507700
MCO,1990,653,675
MCO,1991,656,676
MCO,1992,652,673
