countrycode,countryname,indicator_id,year,type,metadata,indicator_label_en,value,magnitude,qualifier,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,cmu,_merge
GTM,Guatemala,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,Evaluacion Diagnostica (ED) de Estudiantes (2021); Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC2C,Matched (3)
GTM,Guatemala,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,Evaluacion Diagnostica (ED) de Estudiantes (2021); Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC2C,Matched (3)
GTM,Guatemala,ADMI.ENDOFPRIM.MAT,2022,Source:Data sources,Evaluacion Diagnostica (ED) de Estudiantes (2021); Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC2C,Matched (3)
GTM,Guatemala,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Primary Educational Performance Assessment Survey (ENEP) (2013); National Primary Educational Performance Assessment Survey (ENEP) (2014), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC2C,Matched (3)
GTM,Guatemala,ADMI.ENDOFPRIM.READ,2015,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Primary Educational Performance Assessment Survey (ENEP) (2013); National Primary Educational Performance Assessment Survey (ENEP) (2014), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC2C,Matched (3)
GTM,Guatemala,ADMI.ENDOFPRIM.READ,2017,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Primary Educational Performance Assessment Survey (ENEP) (2013); National Primary Educational Performance Assessment Survey (ENEP) (2014), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC2C,Matched (3)
GTM,Guatemala,ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Primary Educational Performance Assessment Survey (ENEP) (2013); National Primary Educational Performance Assessment Survey (ENEP) (2014), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC2C,Matched (3)
GTM,Guatemala,ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); National Primary Educational Performance Assessment Survey (ENEP) (2010); National Primary Educational Performance Assessment Survey (ENEP) (2013); National Primary Educational Performance Assessment Survey (ENEP) (2014), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC2C,Matched (3)
GTM,Guatemala,ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC2C,Matched (3)
GTM,Guatemala,ADMI.ENDOFPRIM.READ,2022,Source:Data sources,Evaluacion Diagnostica (ED) de Estudiantes (2021); Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,LCC2C,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.MAT,2021,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.MAT,2020,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.MAT,2018,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.READ,2015,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.MAT,2022,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.READ,2016,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.MAT,2014,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.READ,2018,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.MAT,2015,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.MAT,2016,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.READ,2020,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.MAT,2019,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.READ,2021,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.MAT,2017,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.READ,2017,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.READ,2014,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.READ,2019,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUM,Guam,ADMI.ENDOFPRIM.READ,2022,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,EACNF,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,National Grade 6 Assessment  (2018); National Grade 6 Assessment  (2019); National Grade 6 Assessment  (2020), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.MAT,2017,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,National Grade 6 Assessment  (2018); National Grade 6 Assessment  (2019); National Grade 6 Assessment  (2020); National Grade 6 Assessment  (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.MAT,2015,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,National Grade 6 Assessment  (2018); National Grade 6 Assessment  (2019); National Grade 6 Assessment  (2020); National Grade 6 Assessment  (2021), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.MAT,2022,Source:Data sources,National Grade 6 Assessment  (2018); National Grade 6 Assessment  (2019); National Grade 6 Assessment  (2020); National Grade 6 Assessment  (2021), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.MAT,2016,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.READ,2019,Source:Data sources,National Grade 6 Assessment  (2018); National Grade 6 Assessment  (2019), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.MAT,2014,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.MAT,2018,Source:Data sources,National Grade 6 Assessment  (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.READ,2015,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.READ,2018,Source:Data sources,National Grade 6 Assessment  (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.READ,2020,Source:Data sources,National Grade 6 Assessment  (2018); National Grade 6 Assessment  (2019); National Grade 6 Assessment  (2020), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.READ,2022,Source:Data sources,National Grade 6 Assessment  (2018); National Grade 6 Assessment  (2019); National Grade 6 Assessment  (2020); National Grade 6 Assessment  (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.READ,2016,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.READ,2014,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,National Grade 6 Assessment  (2018); National Grade 6 Assessment  (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
GUY,Guyana,ADMI.ENDOFPRIM.READ,2017,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IDX,IDA,LCC3C,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.READ,2022,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2021); Territory-wide System Assessment (TSA) (2018); Territory-wide System Assessment (TSA) (2019); Territory-wide System Assessment (TSA) (2021); Territory-wide System Assessment (TSA) (2022), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.MAT,2018,Source:Data sources,Territory-wide System Assessment (TSA) (2014); Territory-wide System Assessment (TSA) (2015); Territory-wide System Assessment (TSA) (2016); Territory-wide System Assessment (TSA) (2017); Territory-wide System Assessment (TSA) (2018); Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,Territory-wide System Assessment (TSA) (2013); Territory-wide System Assessment (TSA) (2014); Territory-wide System Assessment (TSA) (2015); Territory-wide System Assessment (TSA) (2016); Territory-wide System Assessment (TSA) (2017); Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.READ,2014,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2011); Territory-wide System Assessment (TSA) (2010); Territory-wide System Assessment (TSA) (2011); Territory-wide System Assessment (TSA) (2012); Territory-wide System Assessment (TSA) (2013); Territory-wide System Assessment (TSA) (2014), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,Territory-wide System Assessment (TSA) (2017); Territory-wide System Assessment (TSA) (2018); Territory-wide System Assessment (TSA) (2019); Territory-wide System Assessment (TSA) (2021); Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.READ,2021,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2021); Territory-wide System Assessment (TSA) (2017); Territory-wide System Assessment (TSA) (2018); Territory-wide System Assessment (TSA) (2019); Territory-wide System Assessment (TSA) (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,Territory-wide System Assessment (TSA) (2016); Territory-wide System Assessment (TSA) (2017); Territory-wide System Assessment (TSA) (2018); Territory-wide System Assessment (TSA) (2019); Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,Territory-wide System Assessment (TSA) (2015); Territory-wide System Assessment (TSA) (2016); Territory-wide System Assessment (TSA) (2017); Territory-wide System Assessment (TSA) (2018); Territory-wide System Assessment (TSA) (2019); Trends in International Mathematics and Science Study (TIMSS) G4 (2015); Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.READ,2019,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2016); Territory-wide System Assessment (TSA) (2015); Territory-wide System Assessment (TSA) (2016); Territory-wide System Assessment (TSA) (2017); Territory-wide System Assessment (TSA) (2018); Territory-wide System Assessment (TSA) (2019), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.READ,2018,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2016); Territory-wide System Assessment (TSA) (2014); Territory-wide System Assessment (TSA) (2015); Territory-wide System Assessment (TSA) (2016); Territory-wide System Assessment (TSA) (2017); Territory-wide System Assessment (TSA) (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.READ,2016,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2016); Territory-wide System Assessment (TSA) (2012); Territory-wide System Assessment (TSA) (2013); Territory-wide System Assessment (TSA) (2014); Territory-wide System Assessment (TSA) (2015); Territory-wide System Assessment (TSA) (2016), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.MAT,2016,Source:Data sources,Territory-wide System Assessment (TSA) (2012); Territory-wide System Assessment (TSA) (2013); Territory-wide System Assessment (TSA) (2014); Territory-wide System Assessment (TSA) (2015); Territory-wide System Assessment (TSA) (2016); Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.MAT,2022,Source:Data sources,Territory-wide System Assessment (TSA) (2018); Territory-wide System Assessment (TSA) (2019); Territory-wide System Assessment (TSA) (2021); Territory-wide System Assessment (TSA) (2022); Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,Territory-wide System Assessment (TSA) (2010); Territory-wide System Assessment (TSA) (2011); Territory-wide System Assessment (TSA) (2012); Territory-wide System Assessment (TSA) (2013); Territory-wide System Assessment (TSA) (2014); Trends in International Mathematics and Science Study (TIMSS) G4 (2011), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.READ,2015,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2011); Territory-wide System Assessment (TSA) (2011); Territory-wide System Assessment (TSA) (2012); Territory-wide System Assessment (TSA) (2013); Territory-wide System Assessment (TSA) (2014); Territory-wide System Assessment (TSA) (2015), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,Territory-wide System Assessment (TSA) (2011); Territory-wide System Assessment (TSA) (2012); Territory-wide System Assessment (TSA) (2013); Territory-wide System Assessment (TSA) (2014); Territory-wide System Assessment (TSA) (2015); Trends in International Mathematics and Science Study (TIMSS) G4 (2011); Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.READ,2020,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2016); Territory-wide System Assessment (TSA) (2016); Territory-wide System Assessment (TSA) (2017); Territory-wide System Assessment (TSA) (2018); Territory-wide System Assessment (TSA) (2019), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HKG,"Hong Kong SAR, China",ADMI.ENDOFPRIM.READ,2017,Source:Data sources,Progress in International Reading Literacy Study(PIRLS) (2016); Territory-wide System Assessment (TSA) (2013); Territory-wide System Assessment (TSA) (2014); Territory-wide System Assessment (TSA) (2015); Territory-wide System Assessment (TSA) (2016); Territory-wide System Assessment (TSA) (2017), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,,Matched (3)
HND,Honduras,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); Pruebas diagnosticas de los aprendizajes (2020); Student Performance Evaluation (2017); Student Performance Evaluation (2018); Student Performance Evaluation (2019), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),LMC,Lower middle income,IDX,IDA,LCC2C,Matched (3)
HND,Honduras,ADMI.ENDOFPRIM.READ,2019,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); Student Performance Evaluation (2015); Student Performance Evaluation (2016); Student Performance Evaluation (2017); Student Performance Evaluation (2018); Student Performance Evaluation (2019), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),LMC,Lower middle income,IDX,IDA,LCC2C,Matched (3)
HND,Honduras,ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); Student Performance Evaluation (2013); Student Performance Evaluation (2014); Student Performance Evaluation (2015); Student Performance Evaluation (2016); Student Performance Evaluation (2017), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),LMC,Lower middle income,IDX,IDA,LCC2C,Matched (3)
HND,Honduras,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); Student Performance Evaluation (2012); Student Performance Evaluation (2013); Student Performance Evaluation (2014); Student Performance Evaluation (2015); Trends in International Mathematics and Science Study (TIMSS) G4 (2011), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),LMC,Lower middle income,IDX,IDA,LCC2C,Matched (3)
HND,Honduras,ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); Pruebas diagnosticas de los aprendizajes (2020); Student Performance Evaluation (2017); Student Performance Evaluation (2018); Student Performance Evaluation (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),LMC,Lower middle income,IDX,IDA,LCC2C,Matched (3)
HND,Honduras,ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); Student Performance Evaluation (2015); Student Performance Evaluation (2016); Student Performance Evaluation (2017); Student Performance Evaluation (2018); Student Performance Evaluation (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),LMC,Lower middle income,IDX,IDA,LCC2C,Matched (3)
HND,Honduras,ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2019); Pruebas diagnosticas de los aprendizajes (2020); Student Performance Evaluation (2016); Student Performance Evaluation (2017); Student Performance Evaluation (2018); Student Performance Evaluation (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),LMC,Lower middle income,IDX,IDA,LCC2C,Matched (3)
HND,Honduras,ADMI.ENDOFPRIM.MAT,2016,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); Student Performance Evaluation (2012); Student Performance Evaluation (2013); Student Performance Evaluation (2014); Student Performance Evaluation (2015); Student Performance Evaluation (2016), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),LMC,Lower middle income,IDX,IDA,LCC2C,Matched (3)
HND,Honduras,ADMI.ENDOFPRIM.READ,2015,Source:Data sources,Laboratorio Latinoamericano de Evaluacion de la Calidad de la Educacion (LLECE) (2013); Progress in International Reading Literacy Study(PIRLS) (2011); Student Performance Evaluation (2012); Student Performance Evaluation (2013); Student Performance Evaluation (2014); Student Performance Evaluation (2015), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),LMC,Lower middle income,IDX,IDA,LCC2C,Matched (3)
